1,2,3,4,5,6,7,8,9,10
JAVA 高级开发工程师,深圳·南山区·科技园,15-30K,3-5年,本科,泰首智能,计算机服务,SQL 微服务架构 容器技术 多线程 架构师,带薪年假，年终奖，五险一金，餐补，定期体检，加班补助，员工旅游，股票期权,/job_detail/3ea8d81320169ac81XZ72tq8EltT.html
中高级 Java 开发,深圳,18-25K,5-10年,本科,益正金服,媒体,Spring Hibernate Mybatis GIT SVN Linux,包吃，带薪年假，五险一金，节日福利，年终奖，高温补贴，员工旅游，补充医疗保险，定期体检,/job_detail/71acdbbc49ccabc61nF82tm4F1BQ.html
JAVA 开发工程师,深圳·宝安区·西乡,10-15K,1-3年,大专,魅网科技,互联网,SQL 分布式技术 服务器配置 微服务架构,员工旅游，五险一金，带薪年假，零食下午茶，节日福利，全勤奖，年终奖,/job_detail/d913b04566506cb11nBz3du_ElRW.html
Java 开发工程师,深圳·南山区·科技园,15-25K,3-5年,本科,十方融海,互联网,数据结构 Spring Redis 分布式技术 SpringBoot,全勤奖，零食下午茶，定期体检，餐补，年终奖，员工旅游，包吃，节日福利，五险一金，带薪年假,/job_detail/509440c463c653481nZ939q7GFBX.html
Java 初级开发工程师,深圳·南山区·科技园,10-15K·15薪,1-3年,本科,联易融,互联网金融,分布式技术 微服务架构 Spring MySQL,股票期权，餐补，通讯补贴，带薪年假，节日福利，零食下午茶，年度体检，定期体检，交通补助，年终奖，员工旅游，上下班免打卡，五险一金，节假日礼金，补充医疗保险，加班补助,/job_detail/b12169b33bcf85991nF63Nu9FldY.html
java 全栈工程师,深圳·南山区·科技园,10-15K,3-5年,本科,融易学,院校,HTML CSS 网络协议 MVC开发 Spring,全勤奖，员工旅游，零食下午茶，节日福利，五险一金，带薪年假,/job_detail/f06b320919237c411nZy2t27FVJU.html
Java 【国Q，双休，氛围好】,深圳·南山区·科技园,16-22K,3-5年,本科,易宝软件,互联网,微服务架构 分布式技术 SpringBoot Spring,餐补，定期体检，员工旅游，带薪年假，双休，补充医疗保险，零食下午茶，五险一金，节日福利，通讯补贴，加班补助，六险一金，交通补助,/job_detail/7d9fe97a8c5ccfe81XV92ti4EFFR.html
JAVA 开发工程师--,深圳·南山区·科技园,16-29K,3-5年,大专,得逸信息,计算机软件,JAVA Spring MVC SpringCloud MySQL Mybat tis,定期体检，通讯补贴，带薪年假，五险一金，零食下午茶，员工旅游，节日福利,/job_detail/3c35ac78db48f60e1XR43tu9GVtQ.html
Java 开发工程师,深圳·南山区·科技园,17-23K,5-10年,大专,大展科技,计算机软件,多线程 微服务架构 Spring 后端开发 SpringBoot,节日福利，定期体检，免费班车，年终奖，五险一金，零食下午茶，带薪年假，员工旅游,/job_detail/b8f163087a9360941nF939i5EFBT.html
Java 高级工程师,深圳·福田区·梅林,20-40K·14薪,5-10年,本科,无域科技,移动互联网,分布式技术 多线程 MVC开发 Socket技术 Spring,五险一金，节日福利，股票期权，年终奖，带薪年假，员工旅游，定期体检，补充医疗保险，零食下午茶,/job_detail/38f6c180a0569dc01nF72Nq-FVdX.html
Java leader（银行项目）,深圳·南山区·科技园,40-60K·15薪,5-10年,本科,AKULAKU,互联网金融,服务器配置 分布式技术 架构师 后端开发 MySQL,带薪年假，零食下午茶，节日福利，补充医疗保险，年终奖，五险一金，股票期权，加班补助，员工旅游，定期体检,/job_detail/e238e903350add3d1XV70t-_GVVY.html
Java 高级工程师,深圳·宝安区·西乡,16-20K,3-5年,大专,他米科技,智能硬件,SQL 微服务架构 容器技术 多线程 架构师,员工旅游，节日福利，带薪年假，五险一金，年终奖，零食下午茶,/job_detail/a6240dbd036fe19c1XR53ti-FVBT.html
Java 一面 特急,深圳·罗湖区·笋岗,12-23K,3-5年,大专,软通动力,计算机软件,Java,节日福利，定期体检，带薪年假，交通补助，五险一金，零食下午茶，免费班车，团建活动，加班补助,/job_detail/aaea49348e8849791n190t6_E1JT.html
JAVA 初级工程师,深圳·龙岗区·较场尾,8-13K,1-3年,本科,华睿信息,计算机软件,服务器配置 网络协议 Socket技术 SSM,免费班车，员工旅游，补充医疗保险，五险一金，年终奖，定期体检，带薪年假，加班补助，全勤奖，股票期权,/job_detail/c588bce41f4569831nx82N67ElJU.html
架构师（JAVA）,深圳·南山区·西丽,30-40K·13薪,5-10年,本科,客户通,企业服务,系统架构 微服务 SaaS系统 java 分布式,股票期权，五险一金，员工旅游，年终奖，带薪年假，节日福利，全勤奖,/job_detail/f38fd824e038e68a1nJ53tm4E1pY.html
JAVA SE（元数据中心）,深圳·龙岗区·坂田,20-35K·13薪,经验不限,本科,赛意信息,计算机软件,微服务架构 MVC开发 Spring SpringMVC,项目补贴，员工旅游，定期体检，节日福利，五险一金，年终奖，带薪年假，补充医疗保险，通讯补贴，免费班车，零食下午茶,/job_detail/8f2398eec04738791nJ_2t2-E1NR.html
Java 后台开发工程师,深圳·南山区·科技园,15-22K,经验不限,学历不限,"杰思谷,康力优蓝",智能硬件,Java SQL,节日福利，交通补助，带薪年假，餐补，五险一金，通讯补贴,/job_detail/85178ee5a3ca055e1nV50t21E1NY.html
高级 Java 开发工程师,深圳·南山区·西丽,30-50K·14薪,3-5年,本科,领星,计算机软件,微服务架构 搜索引擎技术 分布式技术 架构师,定期体检，餐补，五险一金，节日福利，股票期权，员工旅游，团建活动，五天七小时，交通补助，带薪年假，双休,/job_detail/50c25a2cdb8743741XV-2Nm-E1tX.html
Java 开发工程师,深圳·宝安区·西乡,12-20K·15薪,3-5年,本科,喜马拉雅,移动互联网,HTML 分布式技术 多线程 服务器配置 网络协议,年终奖，餐补，五险一金，免费班车，带薪年假，员工旅游，零食下午茶，定期体检，节日福利,/job_detail/de1581741d76f3211nJ_2ti8F1pS.html
Java 后端开发工程师,深圳·龙岗区·坂田,12-24K·16薪,1-3年,本科,华为技术有限公司,计算机软件,MySQL Linux Java,补充医疗保险，住房补贴，零食下午茶，节日福利，定期体检，交通补助，全勤奖，带薪年假，通讯补贴，离职补偿，年终奖，免费班车，员工旅游，股票期权，五险一金，餐补，加班补助,/job_detail/cca4c857dd7b97531XV929i8FVNT.html
JAVA SA/高端JAVA/深圳/东莞/武汉,深圳·龙岗区·坂田,20-40K,3-5年,本科,软通动力,计算机软件,Java 微服务架构 高并发 springboot spring cloud,节日福利，定期体检，交通补助，免费班车，五险一金，带薪年假，零食下午茶，团建活动，加班补助,/job_detail/4dc63e5da82a3eff3nJ93t21GVY~.html
java 软件开发（ BI 方向）,深圳·南山区·科技园,12-18K,1-3年,本科,悦策科技,数据服务,HTML CSS SQL MVC开发 Linux Oracle,年终奖，员工旅游，餐补，带薪年假，五险一金，零食下午茶，股票期权，节日福利，定期体检,/job_detail/4fc7d4482cf54b9b1XRz39u0GFJW.html
java 后台开发(零售数字化方向),深圳·南山区·科技园,15-22K,经验不限,本科,步步高教育电子,智能硬件,分布式技术 搜索引擎技术 Spring Hibernate,员工旅游，餐补，节日福利，免费班车，五险一金，年终奖，单人公寓，定期体检，带薪年假，股票期权,/job_detail/df72f8e6e47d0d5d1nZ62Ny7EVdX.html
Java 开发工程师,深圳·南山区·南头,10-15K,1-3年,本科,格林兄弟,计算机软件,Java SQL Spring MySQL Oracle NoSQL,餐补，节日福利，年终奖，零食下午茶，五险一金，带薪年假，加班补助,/job_detail/bdd6a3bfc56a58fe3nxz3t6_F1s~.html
初中高 Java 开发,深圳·南山区·西丽,20-40K·14薪,经验不限,本科,领星,计算机软件,微服务架构 分布式技术 Spring 初级软件工程师,五险一金，交通补助，定期体检，双休，团建活动，员工旅游，股票期权，五天七小时，节日福利，餐补，带薪年假,/job_detail/e0d622b4b43e143b1XZ729-9EFBQ.html
java 后台开发(智能制造方向),深圳·南山区·科技园,12-20K,1-3年,本科,步步高教育电子,智能硬件,SQL Spring Oracle MySQL 后端开发 GIT,股票期权，员工旅游，单人公寓，节日福利，五险一金，餐补，年终奖，定期体检，免费班车，带薪年假,/job_detail/2d06ee6adbf172e41nZ62Ny7FFdT.html
Java 区块链开发工程师,深圳·南山区·南油,25-35K,5-10年,本科,新原子科技,计算机软件,Java,加班补助，带薪年假，五险一金，节日福利，交通补助，定期体检，国家节假日，零食下午茶,/job_detail/ee3ef25f7a0ff9a63nB63tm7FFY~.html
全栈 Java 工程师（技能评估方向）,深圳·南山区·科技园,25-40K·13薪,5-10年,大专,至简天成,计算机软件,HTML CSS 数据结构 Spring Redis,五险一金，年终奖，零食下午茶，股票期权，节日福利，带薪年假,/job_detail/e8bf7c3aff8c2b151XV-092-E1RR.html
Java,苏州·虎丘区·高新区,20-30K,经验不限,本科,日进,人力资源服务,分布式技术 Spring Maven NoSQL Oracle,定期体检，五险一金，节日福利，年终奖，带薪年假,/job_detail/bf8892628f037e581XV83dq_E1ZZ.html
Java,苏州·苏州工业园区·车坊,15-20K·13薪,1-3年,本科,苏州金瑞阳,计算机软件,Spring java java开发 软件工程师 开发工程师,零食下午茶，节日福利，五险一金，员工旅游，定期体检，年终奖，餐补，股票期权，带薪年假,/job_detail/1d6d1d99596e58ff1nB83t25EVdW.html
java,苏州·苏州工业园区·娄葑,13-20K,经验不限,本科,阿基米德科技,互联网,后端开发 java,节日福利，年终奖，五险一金，带薪年假，定期体检，零食下午茶,/job_detail/f70444e718a397141nB-3d26FlJX.html
Java开发,苏州·苏州工业园区·独墅湖,12-20K,1-3年,本科,软通动力,计算机软件,SpringBoot Spring MySQL java Linux,免费班车，交通补助，零食下午茶，团建活动，定期体检，加班补助，带薪年假，五险一金，节日福利,/job_detail/79a8a3b0a4487ed11nxz0t-7FlJW.html
Java开发,苏州·苏州工业园区·独墅湖,12-18K·14薪,3-5年,本科,同程旅游,旅游,java SpringBoot MySQL 后端开发,员工旅游，定期体检，五险一金，带薪年假，年终奖，零食下午茶，节日福利，加班补助,/job_detail/2935424683c873c31nF62Nu8EVpT.html
java工程师,苏州·苏州工业园区·独墅湖,10-15K,1-3年,本科,易百特,信息安全,java,员工旅游，年终奖，补充医疗保险，五险一金，带薪年假，加班补助，节日福利,/job_detail/e371d12aa180354b1nx52t6-E1dT.html
java后端开发,苏州·虎丘区·高新区,11-14K,1-3年,大专,同方鼎欣,计算机软件,C# php java 中级软件工程师 SpringBoot,带薪年假，节日福利，补充医疗保险，五险一金，定期体检，五险一金,/job_detail/789463efecf7da711nx-2928GVJW.html
Java研发经理,苏州·姑苏区·苏锦,15-25K·13薪,3-5年,本科,敏行,计算机软件,Spring java Json WebService WebSocket,股票期权，定期体检，五险一金，餐补，节日福利，员工旅游，加班补助，通讯补贴，带薪年假，年终奖，交通补助，零食下午茶,/job_detail/1d24963e49b9bb701XR52Ny4EFBZ.html
Java开发工程师,苏州·虎丘区·高新区,11-12K,3-5年,大专,软通动力信息技术集团,计算机软件,Spring 后端开发 java,节日福利，包吃，交通补助，带薪年假，通讯补贴，员工旅游，五险一金，全勤奖，餐补，补充医疗保险，免费班车，定期体检，年终奖，加班补助，零食下午茶,/job_detail/594d306fffc9a5d11XZy3du7EVdR.html
java开发工程师,苏州,10-15K·13薪,1-3年,本科,江苏鼎思科技,计算机软件,java 测试 项目管理,五险一金，节日福利，零食下午茶，带薪年假，交通补助，定期体检，年终奖，员工旅游，加班补助，餐补，每两个月团建,/job_detail/384b450df8a6bacb1nx72dm9ElZR.html
java开发工程师,苏州·姑苏区·亿象城,8-10K·13薪,1-3年,本科,沃德尔,计算机软件,java springboot vue oracle linux kafka,全勤奖，五险一金，带薪年假，年终奖，节日福利，加班补助,/job_detail/5352b1fb018e63871nZ43di8EFFZ.html
Java开发工程师,苏州·苏州工业园区·独墅湖,8-13K,1-3年,本科,苏州银丰睿哲,计算机软件,后端开发 SQL 软件工程师 java MySQL,五险一金，年终奖，节日福利，员工旅游，带薪年假,/job_detail/7eade6ad6f880c491nZ_2ty5EVZV.html
Java开发工程师,苏州,15-25K,3-5年,本科,苏州光格,电子/半导体/集成电路,网络协议 Oracle MySQL SQL Server java,餐补，定期体检，股票期权，节日福利，通讯补贴，五险一金，年终奖，加班补助，带薪年假,/job_detail/3c6733e7a5ae86951nJ-29i1GVJY.html
Java开发工程师,苏州,12-18K,3-5年,本科,德融嘉信,计算机软件,SpringBoot SpringCloud MySQL 软件工程师 java,零食下午茶，定期体检，补充医疗保险，五险一金，年终奖，带薪年假，节日福利，员工旅游,/job_detail/42cc9791e48f8c2a1nJ72dm0FFdW.html
JAVA开发工程师,苏州·昆山市·玉山,6-11K·13薪,3-5年,大专,华天科技,其他行业,Web端 SQL java JAVA script,餐补，五险一金，节日福利，加班补助，年终奖，带薪年假，全勤奖，通讯补贴，包吃,/job_detail/23624df01795c1b633F63Ni9GFc~.html
Java开发工程师,苏州·苏州工业园区·玲珑,14-18K·13薪,3-5年,本科,大连华信,计算机软件,服务器端开发 java ssm springboot,定期体检，节日福利，带薪年假，五险一金，员工旅游，补充医疗保险，加班补助，年终奖，免费班车，餐补，交通补助,/job_detail/9db7d28d98b333511XV529W7EVJX.html
JAVA开发工程师（XC）,苏州·相城区·元和,18-35K,3-5年,大专,笑拼购,批发/零售,java java开发 java开发工程师 开发工程师,带薪年假，免费班车，加班补助，节日福利，股票期权，员工旅游，五险一金，定期体检，年终奖，餐补,/job_detail/b53131b036cc1e1f1XR_0ty_EVNR.html
Java开发工程师,苏州·苏州工业园区·独墅湖,12-20K,1-3年,本科,领雁科技,计算机软件,Oracle MVC开发 java,补充医疗保险，定期体检，节日福利，加班补助，员工旅游，五险一金，股票期权，年终奖，餐补，带薪年假,/job_detail/f523f8357bf82ea31XZ63NW1EVNR.html
java后端开发（实习生）,苏州·太仓市·太仓,2-6K,经验不限,大专,Cteck,计算机软件,java,通讯补贴，定期体检，五险一金，住房补贴，加班补助，年终奖，股票期权，餐补，包吃，员工旅游，节日福利，全勤奖，零食下午茶,/job_detail/b5c63e9c1e9e8ac01nF93du1FlNU.html
JAVA开发工程师,苏州·苏州工业园区·车坊,8-10K,经验不限,本科,新点软件,计算机软件,java springboot,餐补，年终奖，交通补助，员工旅游，节日福利，通讯补贴，定期体检，住房补贴，带薪年假，五险一金,/job_detail/17667e2c6bbf04781nx-3Ni_FVVS.html
高级java开发工程师,苏州·苏州工业园区·车坊,15-20K·14薪,3-5年,本科,观安信息,信息安全,Spring 架构师 大数据 网络安全 java,带薪年假，五险一金，股票期权，定期体检，员工旅游，通讯补贴，零食下午茶，节日福利，加班补助，年终奖，交通补助,/job_detail/2159416aca8f74261nZ62t61ElZR.html
java工程师,苏州·张家港市·杨舍镇,6-7K,经验不限,大专,鼎力科技,计算机软件,SQL 张家港 java 微服务,餐补，五险一金，带薪年假，员工旅游，交通补助,/job_detail/25cd8a16538792921nZ70t66FVBY.html
Java工程师,苏州·苏州工业园区·独墅湖,10-15K,3-5年,本科,旺满信息科技,计算机软件,java 数据库,年终奖，股票期权，全勤奖,/job_detail/f47b9c231ceab7d71nVz3tS6FFRU.html
java程序员,苏州·虎丘区·木渎,15-20K·13薪,3-5年,本科,云学堂苏州,互联网,java,员工旅游，通讯补贴，餐补，交通补助，加班补助，零食下午茶，定期体检，带薪年假，五险一金，股票期权，节日福利,/job_detail/c980fd1f572e53cf1nVy2N26E1ZU.html
java开发工程师,苏州·苏州工业园区·娄葑,8-13K·13薪,1-3年,大专,苏州罗盘科技,电子商务,java 软件开发,年终奖，带薪年假，五险一金，员工旅游，节日福利,/job_detail/161bb9ae9cd9fc4f1nJy2t-6EFZU.html
Java高级开发工程师,苏州·苏州工业园区·娄葑,15-20K,5-10年,本科,溧阳储慧,计算机软件,java 系统架构 架构设计 数据库,带薪年假，五险一金,/job_detail/f996467f9ce76ad61XV73967GVRW.html
Java工程师,苏州·虎丘区·科技城,5-8K,1-3年,学历不限,冠伽安全,计算机软件,Spring Oracle SQL Server java spring,员工旅游，加班补助，通讯补贴，餐补，交通补助，零食下午茶，五险一金，年终奖，带薪年假，节日福利,/job_detail/45d604905d586f9f1nF729m9EFtR.html
java中级开发工程师,苏州·昆山市·安亭,13-18K,3-5年,本科,好孩子集团,企业服务,搜索引擎技术 java 电商,通讯补贴，补充医疗保险，五险一金，包吃，年终奖，餐补，免费班车，员工旅游,/job_detail/00f99124109a0a0033B629y-EFU~.html
Java初级开发工程师,苏州·吴中区·长桥,5-8K·13薪,1-3年,大专,亿数腾云,计算机软件,java SpringBoot MySQL SQLServer,包吃，补充医疗保险，五险一金，交通补助，住房补贴,/job_detail/c0eb2fcf18d6401a1nV93ty-F1NR.html
软件开发工程师（JAVA）,苏州·苏州工业园区·独墅湖,15-30K·14薪,1-3年,本科,华为,计算机软件,微服务架构 Spring 计算机软件 云计算 java,五险一金，餐补，股票期权，零食下午茶，加班补助，定期体检，员工旅游，节日福利，补充医疗保险，年终奖,/job_detail/77102d40c00f16c91nZ60t60ElBX.html
JAVA开发工程师,苏州·苏州工业园区·车坊,8-13K,1-3年,本科,苏州卓信威,计算机服务,java node.js,全勤奖，股票期权，五险一金，带薪年假，年终奖，节日福利，加班补助,/job_detail/69a92625f74b62551nx82ty6EFNW.html
高级Java开发工程师,苏州·吴中区·越溪,15-20K,5-10年,本科,盖睿科技,医疗健康,java 技术经理 研发主管 Spring mysql,五险一金，带薪年假，节日福利，定期体检，年终奖,/job_detail/c76c3ee2b671e31b1nF939S0FFNW.html
Java开发工程师,苏州·相城区·元和,11-18K,3-5年,大专,赛奥科,电子商务,管理系统 java 软件开发 全栈,定期体检，全勤奖，餐补，补充医疗保险，年终奖，员工旅游，零食下午茶，股票期权，节日福利，带薪年假,/job_detail/888cf583813cc5e91nZ52NW7ElFS.html
软件工程师,苏州·虎丘区·长江湾广场,11-22K·13薪,3-5年,本科,福斯派,仪器仪表/工业自动化,java 数据库系统 C++ 上位机开发 数据库,年终奖，员工旅游，补充医疗保险，带薪年假，五险一金，零食下午茶,/job_detail/0cd1def3058fca241XV529S1FVtY.html
应用开发岗,苏州·苏州工业园区·湖东,6-11K·13薪,1-3年,本科,江苏常熟农村商业...,银行,微服务架构 java SQL 大数据 应用开发 ETL,带薪年假，节日福利，五险一金，加班补助，住房补贴，零食下午茶，通讯补贴，定期体检，交通补助，股票期权，餐补，年终奖，员工旅游,/job_detail/78f15d61761fd34733F43Nq5GFQ~.html
软件开发工程师,苏州·苏州工业园区·独墅湖,13-30K,经验不限,本科,深圳华为,通信/网络设备,Python 数据结构 java C++,公司上下班车，加班补助，交通补助，公司花园小区，零食下午茶，股票期权，五险一金，定期体检，全勤奖，员工旅游，年终奖，节日福利，免费班车，带薪年假，通讯补贴,/job_detail/d4c077a4cb7320531n192tu7FFZZ.html
软件开发工程师,苏州,15-30K·15薪,经验不限,本科,华为,计算机软件,后端开发 java Python go c c++ js ts,五险一金，年终奖，员工旅游，节日福利，餐补，零食下午茶，加班补助，股票期权，补充医疗保险，定期体检,/job_detail/85b6c4e435237b6c1nF_09q0EltR.html
资深后端工程师,苏州·苏州工业园区·独墅湖,25-35K·14薪,5-10年,本科,吞吴,信息安全,数据结构 后端开发 java,加班补助，年终奖，通讯补贴，节日福利，五险一金，零食下午茶，交通补助，带薪年假,/job_detail/605f57aa31f16ce11nB_29S9FlpX.html
软件工程师（后端开发）,苏州·相城区·蠡口家具城,15-30K,3-5年,本科,普中,其他行业,Spring MVC SpringBoot SpringCloud MySQL,年终奖，餐补，全勤奖，加班补助，五险一金，节日福利，股票期权，员工旅游，零食下午茶，带薪年假,/job_detail/b323e38261aa94c81nF629W_GVZZ.html
后端开发工程师,苏州·虎丘区·狮山,10-15K,1-3年,本科,帕米尔,计算机软件,MySQL SpringCloud java,定期体检，加班补助，股票期权，零食下午茶，补充医疗保险，员工旅游，带薪年假，五险一金,/job_detail/001ad5e8d20341ff1nZ53Ny4F1BS.html
软件工程师（立体车库）,苏州·昆山市·玉山,18-28K,1-3年,大专,科瑞恩,仪器仪表/工业自动化,微服务架构 搜索引擎技术 多线程 SpringBoot,零食下午茶，定期体检，年终奖，包吃，员工旅游，加班补助，企业大学，五险一金，节日福利，住房补贴，带薪年假，图书馆,/job_detail/659e808acea3c2501XR53NW-E1RR.html
数据开发工程师,苏州·苏州工业园区·独墅湖,5-10K·13薪,在校/应届,本科,智慧芽,互联网,后端开发 Linux java,股票期权，带薪年假，项目激励，年终奖，零食下午茶，五险一金，补充医疗保险，员工旅游，节日福利，定期体检，期权激励,/job_detail/eccb3a80dcb804671nN_3dm6EVtT.html
软件开发工程师,苏州·苏州工业园区·独墅湖,20-40K·14薪,经验不限,本科,华为,计算机软件,Android 软件工程师 java,定期体检，加班补助，股票期权，员工旅游，补充医疗保险，餐补，节日福利，零食下午茶，年终奖，五险一金,/job_detail/ad9b6de4b9dbb5131n1809W1GVBU.html
Java ks,苏州·昆山市·玉山,12-15K,1-3年,大专,浠众,计算机软件,Spring,年终奖，节日福利，带薪年假，加班补助，补充医疗保险，全勤奖，五险一金，员工旅游，零食下午茶,/job_detail/3365f5ce210a5e4e1XV73Nq-EVFX.html
JAVA developer,苏州·苏州工业园区·独墅湖,10-15K·13薪,1-3年,本科,EISGROUP,计算机软件,SQL 分布式技术 网络协议 容器技术 Spring,五险一金，补充医疗保险，年终奖，餐补，弹性工作日，零食下午茶，交通补助，节日福利，股票期权，加班补助，带薪年假，定期体检,/job_detail/9d97ff75a9a16c9d1n1-2dm7EFpY.html
Java 工程师,苏州·苏州工业园区·独墅湖,15-30K·15薪,1-3年,本科,华为技术有限公司,计算机软件,分布式技术 多线程 MySQL SSM 网络协议,定期体检，免费班车，节日福利，五险一金，加班补助，离职补偿，住房补贴，年终奖，全勤奖，交通补助，餐补，补充医疗保险，通讯补贴，员工旅游，零食下午茶，带薪年假，股票期权,/job_detail/dd12dc8b6e8d0daa1n1_39W0FFBV.html
Java 架构师,苏州·苏州工业园区·独墅湖,25-40K,5-10年,本科,华为,计算机软件,分布式技术 架构师,五险一金，节日福利，年终奖，零食下午茶，员工旅游，补充医疗保险，股票期权，加班补助，定期体检，餐补,/job_detail/c18ff40abf3dd5d61nJ92921GFRZ.html
苏州 Java,苏州,13-20K,5-10年,大专,承影科技,计算机软件,后端开发 SpringBoot Spring SpringMVC Maven,包吃，节日福利，年终奖，带薪年假，交通补助，五险一金，加班补助，员工旅游，餐补,/job_detail/15987983f9f045a31XV-0tS5EFdU.html
Java Engineer,苏州·苏州工业园区·月亮湾,10-15K,1-3年,本科,盟拓软件,移动互联网,SpringBoot SpringCloud IDEA Maven NoSQL,零食下午茶，五险一金，餐补，带薪年假，员工旅游，节日福利，年终奖,/job_detail/c29a8388e2c54ba11XVz2t68GVZR.html
Java Team Lead,苏州,18-22K·13薪,5-10年,本科,EISGROUP,计算机软件,分布式技术 网络协议 Spring NoSQL,带薪年假，餐补，补充医疗保险，零食下午茶，定期体检，弹性工作日，交通补助，股票期权，五险一金，年终奖，节日福利，加班补助,/job_detail/fac7fbc1ca6892031n1y2d-6GFdV.html
Java 工程师,苏州·相城区·元和,15-25K·13薪,3-5年,本科,琅润达,互联网,分布式技术 容器技术 Spring Redis NoSQL,带薪年假，节日福利，交通补助，年终奖，零食下午茶，股票期权，五险一金，员工旅游,/job_detail/f623a49bd34d31a31nJy2tq0GFJR.html
JAVA 开发工程师,苏州·吴中区·郭巷,14-25K,3-5年,本科,玖物互通,仪器仪表/工业自动化,Java 后端开发,股票期权，五险一金，年终奖，定期体检，员工旅游，带薪年假,/job_detail/72c7d5532ad5960a0HVy2t68E1E~.html
Java System Architect,苏州·苏州工业园区·独墅湖,20-30K·13薪,5-10年,本科,EISGROUP,计算机软件,分布式技术 NoSQL UML BPMN Agile Java,补充医疗保险，弹性工作日，五险一金，餐补，节日福利，带薪年假，年终奖，股票期权，零食下午茶，加班补助，交通补助，定期体检,/job_detail/f8288e19a2ee45fe1nNz3dq0FFpT.html
Senior Java Developer,苏州·苏州工业园区·独墅湖,12-18K,3-5年,本科,EISGROUP,计算机软件,"Spring Hibernate JEE JSF Hibernate, JPA",零食下午茶，弹性工作日，餐补，节日福利，定期体检，交通补助，加班补助，补充医疗保险，年终奖，五险一金，带薪年假，股票期权,/job_detail/d9e64383211dc2691nJ60t-7GVJZ.html
Java Developer,苏州·苏州工业园区·独墅湖,10-15K,1-3年,本科,EISGROUP,计算机软件,SQL Spring Hibernate Oracle Maven,带薪年假，年终奖，零食下午茶，五险一金，加班补助，餐补，交通补助，弹性工作日，定期体检，股票期权，节日福利，补充医疗保险,/job_detail/204c4dc196975df61nJ60t69EFdR.html
Java Dev Engineer(Security),苏州·苏州工业园区·湖东,15-30K,5-10年,硕士,西门子研究院,计算机软件,后端开发 Java Javascript,节日福利，交通补助，定期体检，补充医疗保险，五险一金，员工旅游，带薪年假，年终奖，餐补,/job_detail/31a866ea24735c421XZ829u7ElU~.html
Java Engineer（后端开发）,苏州·苏州工业园区·独墅湖,7-10K·13薪,经验不限,本科,EISGROUP,计算机软件,SQL Maven Jenkins,节日福利，补充医疗保险，股票期权，年终奖，交通补助，带薪年假，加班补助，五险一金，零食下午茶，餐补，定期体检，弹性工作日,/job_detail/c693f010a8f862c21n1-2N69ElVZ.html
Senior Java Developer,苏州·苏州工业园区·独墅湖,12-18K·13薪,3-5年,本科,EISGROUP,计算机软件,SQL 分布式技术 网络协议 容器技术 Spring,补充医疗保险，弹性工作日，交通补助，股票期权，带薪年假，定期体检，节日福利，五险一金，加班补助，餐补，零食下午茶，年终奖,/job_detail/d1942bcf014551e01n1-2dm7FltR.html
Senior Java Engineer,苏州·苏州工业园区·独墅湖,16-30K,3-5年,本科,盟拓软件,移动互联网,后端开发 SpringCloud SpringBoot,员工旅游，年终奖，节日福利，餐补，零食下午茶，带薪年假，五险一金,/job_detail/8321ebf6fa2fd8391XVz2t66GFJS.html
Java 架构师,苏州·苏州工业园区·独墅湖,25-40K,5-10年,本科,华为,计算机软件,分布式技术 架构师,零食下午茶，员工旅游，股票期权，定期体检，年终奖，餐补，补充医疗保险，节日福利，加班补助，五险一金,/job_detail/f59ea4644dc9cc451nJy3965FFBW.html
Java Engineer,苏州·苏州工业园区·独墅湖,12-14K·13薪,1-3年,大专,苏州超集信息,智能硬件,Java 后端开发 需求分析,零食下午茶，员工旅游，带薪年假，定期体检，节日福利，年终奖，通讯补贴，交通补助，五险一金，餐补,/job_detail/3f4373b9963552aa1HJ_3ty1Flo~.html
java 高级开发工程师,苏州·苏州工业园区·车坊,16-30K·15薪,5-10年,本科,同程旅行,互联网,Spring MySQL WEB开发 JAVA 微服务,通讯补贴，五险一金，节日福利，补充医疗保险，定期体检，年终奖，带薪年假，加班补助,/job_detail/d4b1e3a08ae36a351nN52NW8FVpQ.html
Java Solutions Architect,苏州·苏州工业园区·独墅湖,20-30K,5-10年,本科,EISGROUP,计算机软件,分布式技术 网络协议 容器技术 Spring NoSQL,年终奖，加班补助，股票期权，弹性工作日，节日福利，餐补，零食下午茶，交通补助，带薪年假，定期体检，补充医疗保险，五险一金,/job_detail/e1ab9cc84506fbb81nNz3dS8E1ZR.html
现场 JAVA 开发,苏州·苏州工业园区·娄葑,6-11K,1-3年,本科,达科,计算机软件,SQL MVC开发 Spring Hibernate Oracle,带薪年假，五险一金,/job_detail/2812655b425d374b1XV82dy_E1pX.html
Senior Java Software Engineer,苏州·苏州工业园区·独墅湖,12-18K·13薪,3-5年,本科,EISGROUP,计算机软件,Java Spring Hibernate,带薪年假，餐补，年终奖，交通补助，定期体检，股票期权，弹性工作日，节日福利，零食下午茶，补充医疗保险，五险一金，加班补助,/job_detail/4175fd9518fd9f0b0n1-2N68F1M~.html
Senior Java Developer,苏州·苏州工业园区·湖东,15-25K·13薪,5-10年,本科,诺仕科技,计算机软件,SpringBoot SpringCloud mybatis RESTful,节日福利，带薪年假，补充医疗保险，员工旅游，零食下午茶，年终奖，定期体检，五险一金，餐补,/job_detail/20faa1e2e0eb88c31XV-3ty8EFFX.html
